# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.9803,407.45,280.95,-93.709,280.98,93.713,4.6297,-0.0011746,4.6297,-0.014536,3.8682,0.75986,37.2,-80.6,9.7974,0.040868,0,-0.48641,-0.012846,1705.6,0.071073,0.58513,0.0079262,123.31,108.92,1.8289,0.83122,28672916,6.1305,149.25,0.67137,0.67138,0.33386,0.12769,0.20982,0.0076343,0.014346,4.0307e-4,0,0,0,0,-1.2302e-6,0.032643,7.87,48.645,88.824,2.1703e-4,NaN,11.169,944.62,338.07,0.01,0.168
1.9903,410.25,280.02,-95.952,280.05,95.953,4.6684,-0.0011823,4.6684,-0.014511,3.8621,0.54225,37.2,-80.6,9.7974,0.052275,0,-0.21591,-0.011603,1705.6,0.028467,0.58512,0.0079262,123.28,108.92,1.824,0.82849,28571414,0.94274,147.87,0.66981,0.66981,0.33402,0.12656,0.20923,0.0097638,0.017434,4.2338e-4,0,0,0,0,-2.4401e-7,0.032534,7.87,48.645,88.821,-0.0054075,NaN,11.15,944.3,338.06,0.01,0.16842
# Event BURNOUT occurred at t=2.0003 seconds
2.0003,413.05,279.07,-95.693,279.09,95.694,4.707,-0.0011899,4.707,-0.014484,3.8577,0.35828,37.2,-80.6,9.7974,0.060136,0,0.11025,-0.010029,1705.6,0.0076133,0.58512,0.0079262,123.24,108.92,1.8197,0.82569,28467697,0,146.48,0.66823,0.66824,0.33419,0.12542,0.20863,0.011229,0.020056,-2.8482e-4,0,0,0,0,6.4059e-8,0.032423,7.87,48.645,88.82,-0.010685,NaN,11.132,943.99,338.05,0.01,0.16895
2.0103,415.83,278.11,-94.887,278.14,94.888,4.7455,-0.0011976,4.7455,-0.014459,3.854,0.3957,37.2,-80.6,9.7974,0.058159,-2.8682e-7,0.44984,-0.0094716,1705.5,0,0.58512,0.0079262,123.22,108.92,1.8175,0.82289,28364368,0,145.11,0.66669,0.66669,0.33435,0.12431,0.20803,0.010852,0.019608,-2.5912e-4,0,0,0,0,1.0738e-6,0.032313,7.87,48.645,88.823,-0.015131,NaN,11.114,943.68,338.03,0.01,0.16942
2.0203,418.61,277.17,-94.094,277.19,94.095,4.784,-0.0012055,4.784,-0.014438,3.8495,0.50155,37.2,-80.6,9.7974,0.053066,-2.9407e-7,0.76635,-0.0057187,1705.5,0,0.58512,0.0079262,123.21,108.92,1.8159,0.82012,28261913,0,143.76,0.66518,0.66518,0.33451,0.12323,0.20744,0.0098936,0.017525,5.7083e-5,0,0,0,0,3.1377e-6,0.032203,7.87,48.645,88.829,-0.01758,NaN,11.096,943.37,338.02,0.01,0.16984
2.0303,421.37,276.23,-93.314,276.26,93.316,4.8225,-0.0012138,4.8225,-0.014421,3.8438,0.66373,37.2,-80.6,9.7974,0.045322,-2.9793e-7,1.0418,-0.0088282,1705.5,0,0.58512,0.0079262,123.2,108.92,1.8149,0.81738,2.816e7,0,142.43,0.66371,0.66371,0.33467,0.12218,0.20685,0.0084421,0.014996,4.9539e-4,0,0,0,0,5.8383e-6,0.032094,7.87,48.645,88.838,-0.019548,NaN,11.078,943.06,338.01,0.01,0.17028
2.0403,424.13,275.3,-92.546,275.33,92.55,4.8609,-0.0012226,4.8609,-0.014411,3.8361,0.86787,37.2,-80.6,9.7974,0.035516,-3.2492e-7,1.262,-0.01661,1705.5,0,0.58512,0.0079262,123.2,108.92,1.8143,0.81465,2.806e7,0,141.13,0.66227,0.66227,0.33483,0.12116,0.20628,0.0066091,0.011509,-2.6023e-4,0,0,0,0,8.6248e-6,0.031986,7.87,48.645,88.85,-0.022547,NaN,11.06,942.75,338,0.01,0.17071
2.0503,426.88,274.38,-91.792,274.41,91.799,4.8992,-0.0012318,4.8992,-0.014406,3.8263,1.1022,37.2,-80.6,9.7974,0.024146,-3.3716e-7,1.4283,-0.024913,1705.5,0,0.58512,0.0079262,123.2,108.92,1.8141,0.81195,2.796e7,0,139.85,0.66087,0.66087,0.33499,0.12017,0.2057,0.0044885,0.0082715,-2.8941e-4,0,0,0,0,1.1123e-5,0.031879,7.87,48.645,88.863,-0.025865,NaN,11.042,942.44,337.99,0.01,0.17114
2.0603,429.62,273.47,-91.049,273.49,91.061,4.9374,-0.0012417,4.9374,-0.014409,3.8135,1.457,37.2,-80.6,9.7973,0.0072774,-3.4572e-7,1.5138,-0.072035,1705.5,0,0.58512,0.0079262,123.2,108.92,1.8151,0.80927,27860587,0,138.6,0.65949,0.65949,0.33515,0.11921,0.20514,0.0013511,0.0026497,4.156e-4,0,0,0,0,1.2576e-5,0.031773,7.87,48.645,88.878,-0.028018,NaN,11.024,942.14,337.98,0.01,0.17152
2.0702,432.35,272.56,-90.319,272.59,90.337,4.9755,-0.0012523,4.9755,-0.014421,3.7972,1.7976,37.2,-80.6,9.7973,0.0092525,-3.473e-7,-1.5052,-0.053648,1705.5,0,0.58512,0.0079262,123.18,108.92,1.8122,0.80661,27762328,0,137.36,0.65815,0.65815,0.3353,0.11827,0.20458,0.001717,0.0029764,1.7769e-4,0,0,0,0,-1.2518e-5,0.031668,7.87,48.645,88.893,-0.029819,NaN,11.007,941.83,337.97,0.01,0.17191
2.0802,435.07,271.66,-89.602,271.69,89.627,5.0134,-0.0012635,5.0134,-0.01444,3.7777,2.1068,37.2,-80.6,9.7973,0.024546,-3.3666e-7,-1.4151,-0.018441,1705.5,0,0.58512,0.0079262,123.14,108.92,1.8066,0.80398,27664857,0,136.15,0.65684,0.65684,0.33545,0.11735,0.20403,0.0045552,0.0082761,4.0022e-4,0,0,0,0,-1.1137e-5,0.031563,7.87,48.645,88.908,-0.031775,NaN,10.989,941.53,337.96,0.01,0.17248
2.0902,437.78,270.77,-88.898,270.79,88.929,5.051,-0.0012754,5.051,-0.014467,3.7552,2.3704,37.2,-80.6,9.7973,0.037906,-3.2455e-7,-1.25,-0.012996,1705.5,0,0.58512,0.0079262,123.1,108.92,1.8015,0.80136,27568160,0,134.96,0.65555,0.65556,0.3356,0.11646,0.20348,0.0070347,0.012333,2.7934e-4,0,0,0,0,-8.7468e-6,0.031459,7.87,48.645,88.921,-0.032337,NaN,10.971,941.23,337.95,0.01,0.17287
2.1002,440.49,269.88,-88.206,269.91,88.244,5.0885,-0.001288,5.0885,-0.014503,3.7304,2.5753,37.2,-80.6,9.7973,0.048672,-3.0939e-7,-1.0242,-0.010724,1705.5,0,0.58512,0.0079262,123.06,108.92,1.7969,0.79877,27472223,0,133.79,0.65429,0.6543,0.33575,0.1156,0.20294,0.0090317,0.016725,1.2381e-4,0,0,0,0,-5.9112e-6,0.031356,7.87,48.645,88.932,-0.030656,NaN,10.954,940.92,337.94,0.01,0.17328
2.1102,443.18,269,-87.528,269.03,87.567,5.1256,-0.0013011,5.1256,-0.014544,3.7044,2.6274,37.2,-80.6,9.7973,0.052505,-2.9655e-7,-0.7608,-0.013212,1705.5,0,0.58512,0.0079262,123.04,108.92,1.7937,0.79619,27376997,0,132.63,0.65306,0.65307,0.3359,0.11475,0.20241,0.0097393,0.017094,1.9271e-4,0,0,0,0,-3.283e-6,0.031254,7.87,48.645,88.941,-0.026883,NaN,10.936,940.62,337.93,0.01,0.17366
2.1202,445.87,268.13,-86.862,268.16,86.901,5.1625,-0.0013146,5.1625,-0.01459,3.6781,2.621,37.2,-80.6,9.7973,0.05354,-3.4542e-7,-0.48687,-0.013348,1705.5,0,0.58512,0.0079262,123.02,108.92,1.7912,0.79363,27282509,0,131.49,0.65185,0.65186,0.33605,0.11392,0.20188,0.0099264,0.017713,2.1064e-4,0,0,0,0,-1.3533e-6,0.031153,7.87,48.645,88.948,-0.020983,NaN,10.919,940.32,337.92,0.01,0.17403
