# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
13.82,1561.8,11.968,-9.8958,11.968,9.8973,15.569,-0.011037,15.569,-0.040618,0.0094128,0.17105,37.2,-80.6,9.7939,3.6316,-3.3846e-7,1.3187,5.5699e-4,1705.5,0,0.58512,0.0079262,115.8,108.92,0.8741,0.036409,1129527,0,0.20376,0.53124,0.54995,0.36632,0.044753,0.12017,0.72647,0.62974,1.0487e-4,0,0,0,0,0.0048422,0.0013903,7.87,48.645,83.879,-0.017589,NaN,3.6652,820.88,333.52,0.01,0.57273
13.83,1561.9,11.869,-9.8943,11.869,9.8957,15.569,-0.011042,15.569,-0.040637,0.011104,0.16767,37.2,-80.6,9.7939,3.619,-3.3846e-7,1.3365,5.5168e-4,1705.5,0,0.58512,0.0079262,115.81,108.92,0.87602,0.036108,1120179,0,0.20059,0.53184,0.55045,0.36692,0.044751,0.12017,0.72362,0.6293,2.1756e-4,0,0,0,0,0.0050572,0.0013788,7.87,48.645,83.866,-0.017619,NaN,3.6644,820.87,333.52,0.01,0.57305
13.84,1562.1,11.77,-9.8927,11.77,9.8941,15.569,-0.011047,15.569,-0.040656,0.012763,0.16433,37.2,-80.6,9.7939,3.6065,-3.3845e-7,1.354,5.4719e-4,1705.5,0,0.58512,0.0079262,115.83,108.92,0.87794,0.035807,1110834,0,0.19744,0.53244,0.55095,0.36752,0.04475,0.12017,0.72076,0.62708,-8.3898e-5,0,0,0,0,0.0052781,0.0013673,7.87,48.645,83.853,-0.01765,NaN,3.6637,820.86,333.52,0.01,0.57336
13.85,1562.2,11.671,-9.8912,11.671,9.8925,15.569,-0.011052,15.569,-0.040674,0.014389,0.16126,37.2,-80.6,9.7939,3.5985,-3.3846e-7,1.3712,5.5162e-4,1705.5,0,0.58512,0.0079262,115.84,108.92,0.87917,0.035507,1101506,0,0.19433,0.53304,0.55151,0.36813,0.044748,0.12016,0.71894,0.62614,4.0396e-4,0,0,0,0,0.0055047,0.0013558,7.87,48.645,83.839,-0.01768,NaN,3.6629,820.85,333.52,0.01,0.57367
13.86,1562.3,11.572,-9.8892,11.572,9.8906,15.568,-0.011057,15.568,-0.040693,0.016028,0.16666,37.2,-80.6,9.7939,3.7687,-3.3845e-7,1.3883,5.5042e-4,1705.5,0,0.58512,0.0079262,115.63,108.92,0.85313,0.035226,1092770,0,0.19203,0.53362,0.55373,0.36871,0.044747,0.12016,0.75783,0.64043,-4.0812e-5,0,0,0,0,0.0057331,0.0013443,7.87,48.645,83.825,-0.01771,NaN,3.6621,820.83,333.52,0.01,0.57398
13.87,1562.4,11.473,-9.8873,11.473,9.8888,15.568,-0.011062,15.568,-0.040712,0.01772,0.17203,37.2,-80.6,9.7939,3.9414,-3.3846e-7,1.4054,5.5802e-4,1705.5,0,0.58512,0.0079262,115.43,108.92,0.82706,0.034945,1084047,0,0.18977,0.53419,0.55604,0.36929,0.044746,0.12016,0.79774,0.6543,-1.8752e-4,0,0,0,0,0.0059705,0.0013328,7.87,48.645,83.811,-0.017739,NaN,3.6614,820.82,333.52,0.01,0.57428
13.88,1562.5,11.374,-9.8853,11.374,9.8869,15.568,-0.011067,15.568,-0.040731,0.019467,0.17738,37.2,-80.6,9.7939,4.1167,-3.3846e-7,1.4226,5.6094e-4,1705.5,0,0.58512,0.0079262,115.22,108.92,0.80097,0.034665,1075337,0,0.18754,0.53478,0.55845,0.36988,0.044744,0.12016,0.83871,0.66581,4.6786e-5,0,0,0,0,0.0062171,0.0013214,7.87,48.645,83.797,-0.017768,NaN,3.6607,820.81,333.52,0.01,0.57465
13.89,1562.6,11.275,-9.8834,11.275,9.8851,15.568,-0.011072,15.568,-0.040749,0.021267,0.18271,37.2,-80.6,9.7939,4.2946,-3.3847e-7,1.4399,5.6227e-4,1705.5,0,0.58512,0.0079262,115.02,108.92,0.77484,0.034385,1066640,0,0.18534,0.53537,0.56094,0.37047,0.044743,0.12015,0.88077,0.67591,-7.1333e-5,0,0,0,0,0.0064727,0.0013099,7.87,48.645,83.783,-0.017797,NaN,3.6599,820.8,333.52,0.01,0.575
13.9,1562.7,11.177,-9.8815,11.177,9.8833,15.568,-0.011077,15.568,-0.040768,0.02312,0.18794,37.2,-80.6,9.7939,4.4736,-3.3847e-7,1.4571,5.6715e-4,1705.5,0,0.58512,0.0079262,114.81,108.92,0.74893,0.034105,1057951,0,0.18317,0.53596,0.56351,0.37107,0.044742,0.12015,0.92356,0.685,3.3144e-4,0,0,0,0,0.0067374,0.0012984,7.87,48.645,83.768,-0.017825,NaN,3.6592,820.79,333.52,0.01,0.57531
13.91,1562.9,11.078,-9.8798,11.078,9.8816,15.567,-0.011082,15.567,-0.040787,0.02501,0.19014,37.2,-80.6,9.7939,4.591,-3.3847e-7,1.4741,5.6105e-4,1705.5,0,0.58512,0.0079262,114.68,108.92,0.73213,0.033818,1049048,0,0.18073,0.53658,0.56546,0.37169,0.04474,0.12015,0.95188,0.68964,1.6038e-4,0,0,0,0,0.0070137,0.0012869,7.87,48.645,83.754,-0.017852,NaN,3.6585,820.78,333.52,0.01,0.57563
13.92,1563,10.979,-9.8781,10.979,9.8799,15.567,-0.011087,15.567,-0.040806,0.026922,0.19231,37.2,-80.6,9.7939,4.7103,-3.3847e-7,1.491,5.6161e-4,1705.5,0,0.58512,0.0079262,114.55,108.92,0.71521,0.033532,1040153,0,0.17831,0.5372,0.56746,0.37232,0.044739,0.12015,0.98089,0.69431,-5.9895e-5,0,0,0,0,0.0072985,0.0012754,7.87,48.645,83.739,-0.017879,NaN,3.6578,820.77,333.52,0.01,0.57597
13.93,1563.1,10.88,-9.8764,10.88,9.8783,15.567,-0.011092,15.567,-0.040825,0.028855,0.19446,37.2,-80.6,9.7939,4.8316,-3.3847e-7,1.5077,5.6083e-4,1705.5,0,0.58512,0.0079262,114.41,108.92,0.69816,0.033246,1031264,0,0.17591,0.53783,0.56952,0.37295,0.044738,0.12014,1.0106,0.6976,-2.5747e-5,0,0,0,0,0.0075921,0.001264,7.87,48.645,83.724,-0.017905,NaN,3.657,820.75,333.52,0.01,0.5763
13.94,1563.2,10.781,-9.8747,10.781,9.8766,15.567,-0.011097,15.567,-0.040844,0.03081,0.19659,37.2,-80.6,9.7939,4.955,-3.3847e-7,1.5242,5.5537e-4,1705.5,0,0.58512,0.0079262,114.28,108.92,0.68098,0.03296,1022383,0,0.17354,0.53847,0.57164,0.37359,0.044736,0.12014,1.0411,0.70082,-2.6235e-4,0,0,0,0,0.0078945,0.0012525,7.87,48.645,83.709,-0.01793,NaN,3.6563,820.74,333.51,0.01,0.57664
13.95,1563.3,10.683,-9.873,10.683,9.875,15.566,-0.011102,15.566,-0.040863,0.032786,0.1987,37.2,-80.6,9.7939,5.0806,-3.3847e-7,1.5405,5.5849e-4,1705.5,0,0.58512,0.0079262,114.14,108.92,0.66366,0.032674,1013510,0,0.17119,0.53911,0.57381,0.37424,0.044735,0.12014,1.0723,0.70322,4.1114e-4,0,0,0,0,0.0082059,0.001241,7.87,48.645,83.693,-0.017955,NaN,3.6556,820.73,333.51,0.01,0.57697
13.96,1563.4,10.584,-9.8714,10.584,9.8734,15.566,-0.011107,15.566,-0.040882,0.034784,0.20089,37.2,-80.6,9.7939,5.211,-3.3847e-7,1.5566,5.5334e-4,1705.5,0,0.58512,0.0079262,114,108.92,0.64587,0.032389,1004654,0,0.16887,0.53976,0.57607,0.37489,0.044734,0.12014,1.105,0.70492,-2.8081e-4,0,0,0,0,0.008526,0.0012296,7.87,48.645,83.678,-0.01798,NaN,3.6549,820.72,333.51,0.01,0.57731
13.97,1563.5,10.485,-9.8697,10.485,9.8718,15.566,-0.011112,15.566,-0.040901,0.036804,0.20307,37.2,-80.6,9.7939,5.3436,-3.3847e-7,1.5724,5.5208e-4,1705.5,0,0.58512,0.0079262,113.86,108.92,0.62794,0.032104,995805,0,0.16658,0.54041,0.5784,0.37555,0.044732,0.12013,1.1384,0.70562,4.8042e-4,0,0,0,0,0.008855,0.0012181,7.87,48.645,83.662,-0.018003,NaN,3.6543,820.71,333.51,0.01,0.57763
13.98,1563.6,10.387,-9.8681,10.387,9.8702,15.565,-0.011117,15.565,-0.040921,0.038845,0.20522,37.2,-80.6,9.7939,5.4786,-3.3847e-7,1.5879,5.5186e-4,1705.5,0,0.58512,0.0079262,113.72,108.92,0.60988,0.031819,986964,0,0.16431,0.54108,0.58079,0.37621,0.044731,0.12013,1.1728,0.70652,-4.6866e-4,0,0,0,0,0.0091932,0.0012066,7.87,48.645,83.646,-0.018026,NaN,3.6536,820.7,333.51,0.01,0.57795
13.99,1563.7,10.288,-9.8665,10.288,9.8686,15.565,-0.011122,15.565,-0.04094,0.040908,0.20735,37.2,-80.6,9.7939,5.6161,-3.3847e-7,1.6032,5.5219e-4,1705.5,0,0.58512,0.0079262,113.58,108.92,0.59168,0.031535,978132,0,0.16207,0.54175,0.58324,0.37689,0.04473,0.12013,1.2081,0.70561,-6.678e-5,0,0,0,0,0.0095404,0.0011952,7.87,48.645,83.63,-0.018049,NaN,3.6529,820.69,333.51,0.01,0.57826
14,1563.8,10.189,-9.8648,10.189,9.8671,15.564,-0.011126,15.564,-0.040959,0.042992,0.20955,37.2,-80.6,9.7939,5.7582,-3.3847e-7,1.6181,5.5055e-4,1705.5,0,0.58512,0.0079262,113.43,108.92,0.57304,0.031251,969316,0,0.15986,0.54242,0.58578,0.37757,0.044729,0.12013,1.2449,0.70329,-3.7754e-4,0,0,0,0,0.0098966,0.0011837,7.87,48.645,83.614,-0.018071,NaN,3.6522,820.68,333.51,0.01,0.57859
14.01,1563.9,10.091,-9.8631,10.091,9.8654,15.564,-0.011131,15.564,-0.040978,0.045117,0.21551,37.2,-80.6,9.7939,5.9911,-3.3847e-7,1.6327,5.5081e-4,1705.5,0,0.58512,0.0079262,113.19,108.92,0.54296,0.030977,960833,0,0.15807,0.54308,0.58952,0.37823,0.044728,0.12012,1.3057,0.69844,-8.5465e-5,0,0,0,0,0.010255,0.0011723,7.87,48.645,83.598,-0.018093,NaN,3.6516,820.67,333.51,0.01,0.57892
14.02,1564,9.992,-9.8613,9.9921,9.8638,15.563,-0.011136,15.563,-0.040998,0.047302,0.22146,37.2,-80.6,9.7939,6.2279,-3.3847e-7,1.647,5.5321e-4,1705.5,0,0.58512,0.0079262,112.96,108.92,0.5129,0.030705,952368,0,0.15632,0.54374,0.59338,0.3789,0.044726,0.12012,1.3685,0.69112,-4.7835e-4,0,0,0,0,0.010621,0.0011608,7.87,48.645,83.582,-0.018114,NaN,3.6509,820.66,333.51,0.01,0.57922
14.03,1564.1,9.8934,-9.8596,9.8935,9.8622,15.563,-0.011141,15.563,-0.041017,0.049546,0.2274,37.2,-80.6,9.7939,6.4687,-3.3847e-7,1.6608,5.5757e-4,1705.5,0,0.58512,0.0079262,112.72,108.92,0.48287,0.030433,943923,0,0.15459,0.54442,0.59736,0.37957,0.044725,0.12012,1.4332,0.68149,-5.7109e-6,0,0,0,0,0.010993,0.0011494,7.87,48.645,83.565,-0.018135,NaN,3.6503,820.65,333.51,0.01,0.57953
14.04,1564.2,9.7948,-9.8578,9.7949,9.8606,15.562,-0.011146,15.562,-0.041037,0.051849,0.23333,37.2,-80.6,9.7939,6.7137,-3.3847e-7,1.6741,5.6163e-4,1705.5,0,0.58512,0.0079262,112.48,108.92,0.45285,0.030161,935498,0,0.15289,0.54509,0.60146,0.38025,0.044724,0.12012,1.4998,0.66755,-2.5319e-4,0,0,0,0,0.011372,0.0011379,7.87,48.645,83.548,-0.018156,NaN,3.6497,820.64,333.51,0.01,0.57988
14.05,1564.3,9.6962,-9.8561,9.6964,9.859,15.562,-0.011151,15.562,-0.041056,0.054212,0.23906,37.2,-80.6,9.7939,6.9586,-3.3847e-7,1.6869,5.6781e-4,1705.5,0,0.58512,0.0079262,112.25,108.92,0.42338,0.02989,927076,0,0.15118,0.54578,0.60562,0.38094,0.044723,0.12012,1.5674,0.6517,7.726e-5,0,0,0,0,0.011758,0.0011265,7.87,48.645,83.532,-0.018176,NaN,3.649,820.63,333.51,0.01,0.5802
14.06,1564.4,9.5977,-9.8547,9.5978,9.8576,15.561,-0.011156,15.561,-0.041076,0.056595,0.23757,37.2,-80.6,9.7939,7.0367,-3.3847e-7,1.6993,5.6036e-4,1705.5,0,0.58512,0.0079262,112.18,108.92,0.4141,0.029598,918011,0,0.14871,0.54652,0.60754,0.38169,0.044722,0.12011,1.5891,0.64635,-1.5849e-4,0,0,0,0,0.012167,0.001115,7.87,48.645,83.515,-0.018196,NaN,3.6484,820.62,333.51,0.01,0.58052
14.07,1564.5,9.4991,-9.8534,9.4993,9.8562,15.561,-0.011161,15.561,-0.041095,0.058963,0.23608,37.2,-80.6,9.7939,7.1166,-3.3847e-7,1.7113,5.5629e-4,1705.5,0,0.58512,0.0079262,112.1,108.92,0.40464,0.029306,908950,0,0.14626,0.54728,0.60951,0.38245,0.044721,0.12011,1.6114,0.63988,-3.0807e-4,0,0,0,0,0.012587,0.0011036,7.87,48.645,83.498,-0.018216,NaN,3.6478,820.61,333.51,0.01,0.58085
14.08,1564.6,9.4006,-9.8521,9.4008,9.8548,15.56,-0.011166,15.56,-0.041115,0.061317,0.23461,37.2,-80.6,9.7939,7.1984,-3.3847e-7,1.7229,5.5005e-4,1705.5,0,0.58512,0.0079262,112.03,108.92,0.39502,0.029015,899893,0,0.14384,0.54805,0.61152,0.38322,0.04472,0.12011,1.6344,0.63252,4.0766e-5,0,0,0,0,0.013017,0.0010921,7.87,48.645,83.48,-0.018235,NaN,3.6472,820.6,333.51,0.01,0.58119
14.09,1564.7,9.3021,-9.8507,9.3023,9.8535,15.56,-0.011171,15.56,-0.041135,0.063655,0.23314,37.2,-80.6,9.7939,7.2821,-3.3847e-7,1.7342,5.4558e-4,1705.5,0,0.58512,0.0079262,111.95,108.92,0.38523,0.028723,890840,0,0.14143,0.54882,0.61357,0.384,0.044718,0.12011,1.658,0.62545,1.5825e-4,0,0,0,0,0.013457,0.0010807,7.87,48.645,83.463,-0.018253,NaN,3.6465,820.59,333.51,0.01,0.5815
14.1,1564.8,9.2036,-9.8494,9.2038,9.8521,15.559,-0.011176,15.559,-0.041155,0.065979,0.23161,37.2,-80.6,9.7939,7.3659,-3.3846e-7,1.7452,5.4192e-4,1705.5,0,0.58512,0.0079262,111.87,108.92,0.37549,0.028431,881785,0,0.13904,0.54961,0.61565,0.38478,0.044717,0.12011,1.6817,0.61708,6.5805e-5,0,0,0,0,0.013908,0.0010692,7.87,48.645,83.446,-0.018271,NaN,3.6459,820.58,333.51,0.01,0.58182
14.11,1564.9,9.1051,-9.8483,9.1053,9.8509,15.558,-0.011181,15.558,-0.041175,0.068272,0.22704,37.2,-80.6,9.7939,7.3736,-3.3846e-7,1.7558,5.3337e-4,1705.5,0,0.58512,0.0079262,111.87,108.92,0.3746,0.02813,872437,0,0.13634,0.55043,0.61668,0.38561,0.044716,0.1201,1.6838,0.61684,1.3429e-4,0,0,0,0,0.014381,0.0010578,7.87,48.645,83.428,-0.018289,NaN,3.6454,820.57,333.51,0.01,0.58215
14.12,1565,9.0066,-9.8472,9.0069,9.8497,15.558,-0.011186,15.558,-0.041195,0.07052,0.22255,37.2,-80.6,9.7939,7.3819,-3.3846e-7,1.7662,5.2817e-4,1705.5,0,0.58512,0.0079262,111.86,108.92,0.37364,0.027829,863092,0,0.13366,0.55126,0.61773,0.38645,0.044715,0.1201,1.6862,0.61501,-4.5237e-4,0,0,0,0,0.014868,0.0010464,7.87,48.645,83.411,-0.018306,NaN,3.6448,820.56,333.51,0.01,0.58246
14.13,1565,8.9081,-9.846,8.9084,9.8485,15.557,-0.01119,15.557,-0.041214,0.072723,0.21812,37.2,-80.6,9.7939,7.391,-3.3846e-7,1.7763,5.2551e-4,1705.5,0,0.58512,0.0079262,111.85,108.92,0.37258,0.027528,853749,0,0.13101,0.55211,0.61881,0.3873,0.044714,0.1201,1.6888,0.61372,4.1813e-5,0,0,0,0,0.01537,0.0010349,7.87,48.645,83.393,-0.018323,NaN,3.6442,820.55,333.51,0.01,0.5828
14.14,1565.1,8.8097,-9.8449,8.81,9.8472,15.556,-0.011195,15.556,-0.041235,0.074883,0.21375,37.2,-80.6,9.7939,7.4008,-3.3846e-7,1.7862,5.2488e-4,1705.5,0,0.58512,0.0079262,111.84,108.92,0.37145,0.027227,844409,0,0.12839,0.55297,0.61991,0.38816,0.044713,0.1201,1.6916,0.61237,-4.2044e-4,0,0,0,0,0.015887,0.0010235,7.87,48.645,83.375,-0.01834,NaN,3.6436,820.55,333.51,0.01,0.58311
14.15,1565.2,8.7112,-9.8438,8.7116,9.8461,15.555,-0.0112,15.555,-0.041255,0.076998,0.20943,37.2,-80.6,9.7939,7.4109,-3.3846e-7,1.7958,5.2015e-4,1705.5,0,0.58512,0.0079262,111.83,108.92,0.37027,0.026926,835069,0,0.12579,0.55384,0.62103,0.38903,0.044711,0.12009,1.6944,0.61127,-1.2926e-4,0,0,0,0,0.016421,0.0010121,7.87,48.645,83.357,-0.018357,NaN,3.643,820.54,333.51,0.01,0.58345
14.16,1565.3,8.6128,-9.8428,8.6132,9.8449,15.555,-0.011205,15.555,-0.041275,0.079068,0.20459,37.2,-80.6,9.7939,7.4052,-3.3846e-7,1.8053,5.0989e-4,1705.5,0,0.58512,0.0079262,111.84,108.92,0.37092,0.026623,825672,0,0.12316,0.55472,0.62195,0.38992,0.04471,0.12009,1.6928,0.61104,-1.0133e-4,0,0,0,0,0.016973,0.0010006,7.87,48.645,83.339,-0.018374,NaN,3.6425,820.53,333.51,0.01,0.58377
14.17,1565.4,8.5144,-9.8417,8.5148,9.8438,15.554,-0.01121,15.554,-0.041295,0.08109,0.19984,37.2,-80.6,9.7939,7.4,-3.3846e-7,1.8145,5.0215e-4,1705.5,0,0.58512,0.0079262,111.84,108.92,0.37152,0.026321,816277,0,0.12055,0.55563,0.62288,0.39083,0.044709,0.12009,1.6913,0.61058,-1.3745e-4,0,0,0,0,0.017544,9.8921e-4,7.87,48.645,83.321,-0.01839,NaN,3.6419,820.52,333.51,0.01,0.58408
14.18,1565.5,8.416,-9.8407,8.4164,9.8426,15.553,-0.011215,15.553,-0.041315,0.083065,0.19516,37.2,-80.6,9.7939,7.3952,-3.3846e-7,1.8235,4.9698e-4,1705.5,0,0.58512,0.0079262,111.85,108.92,0.37207,0.026018,806884,0,0.11798,0.55654,0.62384,0.39174,0.044708,0.12009,1.69,0.61048,1.9609e-4,0,0,0,0,0.018133,9.7778e-4,7.87,48.645,83.303,-0.018406,NaN,3.6414,820.51,333.51,0.01,0.58455
14.19,1565.6,8.3176,-9.8397,8.318,9.8415,15.552,-0.01122,15.552,-0.041335,0.084994,0.19055,37.2,-80.6,9.7939,7.391,-3.3846e-7,1.8323,4.9013e-4,1705.5,0,0.58512,0.0079262,111.85,108.92,0.37255,0.025715,797494,0,0.11543,0.55747,0.62482,0.39268,0.044707,0.12009,1.6888,0.6106,-4.2746e-4,0,0,0,0,0.018741,9.6636e-4,7.87,48.645,83.285,-0.018422,NaN,3.6408,820.5,333.51,0.01,0.58488
14.2,1565.6,8.2192,-9.8387,8.2196,9.8404,15.551,-0.011225,15.551,-0.041356,0.086877,0.1861,37.2,-80.6,9.7939,7.3897,-3.3846e-7,1.8409,4.8727e-4,1705.5,0,0.58512,0.0079262,111.85,108.92,0.37269,0.025413,788114,0,0.11292,0.55841,0.62585,0.39362,0.044706,0.12008,1.6884,0.60988,5.6268e-5,0,0,0,0,0.01937,9.5493e-4,7.87,48.645,83.266,-0.018438,NaN,3.6403,820.49,333.5,0.01,0.58519
14.21,1565.7,8.1208,-9.8375,8.1213,9.8392,15.55,-0.01123,15.55,-0.041376,0.088731,0.18472,37.2,-80.6,9.7939,7.4862,-3.3846e-7,1.8492,4.8751e-4,1705.5,0,0.58512,0.0079262,111.77,108.92,0.36158,0.025122,779070,0,0.11077,0.55933,0.62829,0.39455,0.044705,0.12008,1.7159,0.59993,-1.8896e-4,0,0,0,0,0.020002,9.4351e-4,7.87,48.645,83.248,-0.018454,NaN,3.6398,820.49,333.5,0.01,0.58549
14.22,1565.8,8.0224,-9.8363,8.0229,9.838,15.549,-0.011235,15.549,-0.041396,0.090571,0.18336,37.2,-80.6,9.7939,7.5853,-3.3846e-7,1.8572,4.8742e-4,1705.5,0,0.58512,0.0079262,111.68,108.92,0.35023,0.02483,770030,0,0.10865,0.56027,0.6308,0.39548,0.044704,0.12008,1.7442,0.59041,2.5129e-5,0,0,0,0,0.020651,9.3208e-4,7.87,48.645,83.229,-0.018471,NaN,3.6392,820.48,333.5,0.01,0.5858
14.23,1565.9,7.9241,-9.8352,7.9246,9.8369,15.549,-0.011239,15.549,-0.041417,0.092398,0.18201,37.2,-80.6,9.7939,7.6872,-3.3846e-7,1.8649,4.8538e-4,1705.5,0,0.58512,0.0079262,111.59,108.92,0.33866,0.024539,760996,0,0.10655,0.56122,0.63336,0.39644,0.044703,0.12008,1.7735,0.57942,-3.6501e-5,0,0,0,0,0.021319,9.2066e-4,7.87,48.645,83.211,-0.018487,NaN,3.6387,820.47,333.5,0.01,0.58614
14.24,1566,7.8257,-9.8341,7.8263,9.8357,15.548,-0.011244,15.548,-0.041437,0.094211,0.18066,37.2,-80.6,9.7939,7.792,-3.3846e-7,1.8722,4.8417e-4,1705.5,0,0.58512,0.0079262,111.49,108.92,0.32684,0.024248,751966,0,0.10447,0.56218,0.636,0.3974,0.044702,0.12008,1.8038,0.56789,3.0709e-4,0,0,0,0,0.022007,9.0924e-4,7.87,48.645,83.192,-0.018503,NaN,3.6382,820.46,333.5,0.01,0.58645
14.25,1566,7.7274,-9.8329,7.728,9.8346,15.547,-0.011249,15.547,-0.041458,0.096011,0.17943,37.2,-80.6,9.7939,7.9032,-3.3846e-7,1.8792,4.7773e-4,1705.5,0,0.58512,0.0079262,111.39,108.92,0.3144,0.023958,742954,0,0.10242,0.56316,0.63875,0.39839,0.044701,0.12007,1.8361,0.55457,1.895e-4,0,0,0,0,0.022713,8.9783e-4,7.87,48.645,83.173,-0.018519,NaN,3.6377,820.45,333.5,0.01,0.58678
14.26,1566.1,7.6291,-9.8316,7.6297,9.8333,15.546,-0.011254,15.546,-0.041478,0.097819,0.18204,37.2,-80.6,9.7939,8.1512,-3.3846e-7,1.8858,4.7681e-4,1705.5,0,0.58512,0.0079262,111.18,108.92,0.287,0.023682,734403,0,0.10082,0.5641,0.64351,0.39933,0.0447,0.12007,1.9089,0.52405,-4.0894e-4,0,0,0,0,0.023408,8.8641e-4,7.87,48.645,83.154,-0.018535,NaN,3.6372,820.45,333.5,0.01,0.5871
14.27,1566.2,7.5308,-9.8303,7.5314,9.8321,15.545,-0.011259,15.545,-0.041499,0.099652,0.18463,37.2,-80.6,9.7939,8.4053,-3.3846e-7,1.8919,4.7968e-4,1705.5,0,0.58512,0.0079262,110.96,108.92,0.25942,0.023407,725870,0,0.09924,0.56506,0.6484,0.40029,0.044699,0.12007,1.9844,0.49085,6.6163e-7,0,0,0,0,0.024116,8.7499e-4,7.87,48.645,83.136,-0.018551,NaN,3.6367,820.44,333.5,0.01,0.58741
14.28,1566.3,7.4325,-9.829,7.4332,9.8308,15.544,-0.011264,15.544,-0.04152,0.10151,0.18721,37.2,-80.6,9.7939,8.6656,-3.3846e-7,1.8974,4.7872e-4,1705.5,0,0.58512,0.0079262,110.74,108.92,0.23168,0.023133,717354,0,0.097675,0.56603,0.65341,0.40126,0.044698,0.12007,2.0627,0.45346,-4.9473e-4,0,0,0,0,0.024835,8.6358e-4,7.87,48.645,83.117,-0.018566,NaN,3.6362,820.43,333.5,0.01,0.58773
14.29,1566.3,7.3342,-9.8277,7.3349,9.8296,15.543,-0.011269,15.543,-0.04154,0.1034,0.18978,37.2,-80.6,9.7939,8.9324,-3.3846e-7,1.9023,4.8307e-4,1705.5,0,0.58512,0.0079262,110.52,108.92,0.20377,0.022859,708856,0,0.096123,0.56701,0.65854,0.40224,0.044698,0.12007,2.1439,0.41106,-2.8254e-4,0,0,0,0,0.025566,8.5217e-4,7.87,48.645,83.098,-0.018581,NaN,3.6357,820.42,333.5,0.01,0.58806
14.3,1566.4,7.2359,-9.8265,7.2367,9.8283,15.542,-0.011274,15.542,-0.041561,0.10531,0.19233,37.2,-80.6,9.7939,9.2058,-3.3846e-7,1.9066,4.8728e-4,1705.5,0,0.58512,0.0079262,110.3,108.92,0.17569,0.022586,700377,0,0.094586,0.568,0.66379,0.40324,0.044697,0.12007,2.2283,0.36483,2.0104e-4,0,0,0,0,0.026308,8.4076e-4,7.87,48.645,83.079,-0.018596,NaN,3.6353,820.42,333.5,0.01,0.58837
14.31,1566.5,7.1376,-9.8252,7.1385,9.8271,15.541,-0.011278,15.541,-0.041582,0.10724,0.19489,37.2,-80.6,9.7939,9.4865,-3.3846e-7,1.9103,4.8651e-4,1705.5,0,0.58512,0.0079262,110.08,108.92,0.1474,0.022313,691919,0,0.093061,0.56901,0.66915,0.40425,0.044696,0.12006,2.316,0.31467,3.0494e-4,0,0,0,0,0.027059,8.2935e-4,7.87,48.645,83.059,-0.018611,NaN,3.6348,820.41,333.5,0.01,0.5887
14.32,1566.6,7.0394,-9.8239,7.0402,9.8259,15.539,-0.011283,15.539,-0.041603,0.1092,0.19743,37.2,-80.6,9.7939,9.7744,-3.3846e-7,1.9134,4.9056e-4,1705.5,0,0.58512,0.0079262,109.86,108.92,0.11896,0.022041,683480,0,0.091548,0.57003,0.67462,0.40527,0.044695,0.12006,2.4071,0.25883,-4.3449e-4,0,0,0,0,0.027819,8.1795e-4,7.87,48.645,83.04,-0.018626,NaN,3.6343,820.4,333.5,0.01,0.58902
14.33,1566.6,6.9412,-9.8226,6.9421,9.8247,15.538,-0.011288,15.538,-0.041624,0.11119,0.19997,37.2,-80.6,9.7939,10.07,-3.3846e-7,1.9157,4.9291e-4,1705.5,0,0.58512,0.0079262,109.63,108.92,0.090349,0.02177,675063,0,0.090043,0.57106,0.68018,0.40631,0.044694,0.12006,2.5018,0.19741,8.7391e-5,0,0,0,0,0.028587,8.0655e-4,7.87,48.645,83.021,-0.018641,NaN,3.6339,820.39,333.5,0.01,0.58936
